"Code","Class","Order","Suborder","Family","Subfamily","Genus","Species","SpeciesEpithet","MatingSystem","SexMaturity_AgeM_min","SexMaturity_AgeM_max","SexMaturity_AgeM_mean","SexMaturityF_Age_min","SexMaturityF_Age_max","SexMaturityF_Age_mean","SexMaturity_AgeU_min","SexMaturity_AgeU_max","SexMaturity_AgeU_mean","FirstBirth_Age_min","FirstBirth_Age_max","FirstBirth_Age_mean","Sperm_Retention","Delayed_Implantation","Delayed_Development","Active_Gestation_Length_min","Active_Gestation_Length_max","Active_Gestation_Length_mean","Total_Gestation_Length_min","Total_Gestation_Length_max","Total_Gestation_Length_mean","Lactation_Length_min","Lactation_Length_max","Lactation_Length_mean","Weaning_Length_min","Weaning_Length_max","Weaning_Length_mean","Litter_Size_min","Litter_Size_max","Litter_Size_mean","Num_Litter_year_max","Num_Litter_year_mean","Births_Interval_min","Births_Interval_mean","Parental_Cares","Nursery_Roost","Nursery_Roost_Size_min","Nursery_Roost_Size_max","Nursery_Roost_Size_mean"
"YAN070111009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","botswanae","Laephotis_botswanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070111010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Laephotis","namibensis","Laephotis_namibensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","variegata","Glauconycteris_variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,90,NA,NA,90,21,90,41,NA,NA,30,1,2,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN070112002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","machadoi","Glauconycteris_machadoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","gleni","Glauconycteris_gleni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","superba","Glauconycteris_superba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","argentata","Glauconycteris_argentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"F",1,NA,NA,10
"YAN070112006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","egeria","Glauconycteris_egeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","poensis","Glauconycteris_poensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","alboguttata","Glauconycteris_alboguttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","beatrix","Glauconycteris_beatrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","curryae","Glauconycteris_curryae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","humeralis","Glauconycteris_humeralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","atra","Glauconycteris_atra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070112013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Glauconycteris","kenyacola","Glauconycteris_kenyacola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070113001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","floweri","Eptesicus_floweri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070113002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","platyops","Eptesicus_platyops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070113003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","hottentotus","Eptesicus_hottentotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070113004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","bottae","Eptesicus_bottae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"F",1,NA,200,NA
"YAN070113005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Eptesicus","isabellinus","Eptesicus_isabellinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,300,270,NA,NA,75,NA,NA,NA,1,NA,2,NA,1,NA,365,"F",1,99,999,549
"YAN070114001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Barbastella","barbastellus","Barbastella_barbastellus",NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,360,285,21,90,41,NA,NA,NA,1,2,NA,NA,1,NA,365,"F",1,5,100,NA
"YAN070114002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Barbastella","leucomelas","Barbastella_leucomelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,2,NA,NA,NA,NA,NA,"F",1,NA,10,NA
"YAN070115001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","teneriffae","Plecotus_teneriffae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,21,90,41,NA,NA,NA,1,NA,NA,NA,1,NA,365,"F",1,NA,60,NA
"YAN070115002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","gaisleri","Plecotus_gaisleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"F",1,30,50,NA
"YAN070115003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","christii","Plecotus_christii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"F",1,NA,40,NA
"YAN070115004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Plecotus","balensis","Plecotus_balensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070116001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Otonycteris","hemprichii","Otonycteris_hemprichii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,2,NA,1,NA,365,"F",1,2,18,10
"YAN070117001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nux","Scotophilus_nux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","tandrefana","Scotophilus_tandrefana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","marovaza","Scotophilus_marovaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,120,21,90,41,NA,NA,NA,1,NA,NA,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN070117004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","leucogaster","Scotophilus_leucogaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,2,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN070117005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","altilis","Scotophilus_altilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","robustus","Scotophilus_robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","borbonicus","Scotophilus_borbonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","viridis","Scotophilus_viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,95,180,270,225,21,90,41,NA,NA,NA,1,NA,2,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN070117009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","ejetai","Scotophilus_ejetai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nigrita","Scotophilus_nigrita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nucella","Scotophilus_nucella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","andrewreborii","Scotophilus_andrewreborii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nigritellus","Scotophilus_nigritellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117014","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","livingstonii","Scotophilus_livingstonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117015","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","trujilloi","Scotophilus_trujilloi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070117016","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","dinganii","Scotophilus_dinganii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,3,2,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN070117017","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","colias","Scotophilus_colias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN070201001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","lanosa","Kerivoula_lanosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","eriophora","Kerivoula_eriophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","africana","Kerivoula_africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","smithii","Kerivoula_smithii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","cuprosa","Kerivoula_cuprosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","phalaena","Kerivoula_phalaena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070201007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","argentata","Kerivoula_argentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","emarginatus","Myotis_emarginatus",NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,25,35,30,NA,NA,NA,1,2,1,NA,1,NA,365,"F",1,20,500,260
"YAN070301002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","tricolor","Myotis_tricolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,90,120,105,240,270,255,NA,NA,42,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YAN070301003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","welwitschii","Myotis_welwitschii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","scotti","Myotis_scotti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","morrisi","Myotis_morrisi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","bocagii","Myotis_bocagii",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,2,1,NA,2,150,180,NA,NA,NA,NA,NA
"YAN070301007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","goudoti","Myotis_goudotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","anjouanensis","Myotis_anjouanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","dieteri","Myotis_dieteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN070301010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","mystacinus","Myotis_mystacinus",NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,0,1,0,105,150,127.5,315,360,337.5,21,90,41,NA,NA,NA,1,NA,NA,NA,1,NA,365,"F",1,20,500,260
"YAN070301011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","capaccinii","Myotis_capaccinii",NA,NA,NA,730,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,270,240,30,60,45,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,30,2000,1015
"YAN070301012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","punicus","Myotis_punicus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,1,NA,365,"F",1,500,1000,750
"YAN070301013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","zenatius","Myotis_zenatius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,69,NA,NA,NA,21,90,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
